item_name,min_jac,num_nodes,num_faces,num_tets,volume(mm3),mass(kg),surface_area(mm2),CG_x(mm),CG_y(mm),CG_z(mm),I_xx(kg*mm2),I_yy(kg*mm2),I_zz(kg*mm2),I_xy(kg*mm2),I_yz(kg*mm2),I_zx(kg*mm2),I_1(kg*mm2),I_2(kg*mm2),I_3(kg*mm2),abs_max_ver_xdisp(mm),abs_max_ver_ydisp(mm),abs_max_ver_zdisp(mm),abs_max_ver_magdisp(mm),max_ver_stress(MPa),min_ver_stress(MPa),abs_max_hor_xdisp(mm),abs_max_hor_ydisp(mm),abs_max_hor_zdisp(mm),abs_max_hor_magdisp(mm),max_hor_stress(MPa),min_hor_stress(MPa),abs_max_dia_xdisp(mm),abs_max_dia_ydisp(mm),abs_max_dia_zdisp(mm),abs_max_dia_magdisp(mm),max_dia_stress(MPa),min_dia_stress(MPa),abs_max_tor_xdisp(mm),abs_max_tor_ydisp(mm),abs_max_tor_zdisp(mm),abs_max_tor_magdisp(mm),max_tor_stress(MPa),min_tor_stress(MPa),1st_mode_freq(Hz),2nd_mode_freq(Hz)
256_389,0.36806541,172785,28280,107822,202705,0.906091,40228.9,11.2032,-69.6027,20.6783,2346.1,633.474,2618.6,-124.627,25.37,73.5615,2637.21,2336.99,623.982,0.324011981,0.086756654,0.460665464,0.52177006,1288.889648,-725.6842041,0.324521422,0.033412129,0.31098181,0.407246888,585.6868286,-788.616272,0.053759798,0.063944928,0.180164114,0.191001117,584.0682373,-265.4485474,0.089038081,0.103438713,0.062410194,0.137670115,295.7329407,-246.3362579,1497.736919,2803.75443
256_447,0.311961416,169994,28068,105859,199466,0.891612,39420.4,8.65712,-69.5446,20.5798,2461.44,600.89,2758.02,-114.195,21.1546,78.5127,2777.55,2449.21,593.597,0.286889136,0.114218831,0.422961742,0.478610367,1273.824829,-627.6401367,0.311874866,0.026294058,0.276905,0.376247466,554.0643311,-755.3908081,0.069867857,0.098204046,0.174045891,0.198146969,560.6831665,-365.644989,0.104956873,0.099997401,0.072144106,0.145563811,339.5058289,-432.217041,1416.896453,2570.375177
256_456,0.274659951,171396,28188,106853,187990,0.840314,40425.9,10.7742,-69.2289,22.4673,2119.04,632.27,2382.01,-107.034,32.9069,57.0577,2393.92,2115.57,623.829,0.27208972,0.133463174,0.434134007,0.485928595,1141.046875,-652.241272,0.2633816,0.031083127,0.241446406,0.325708002,599.8026733,-707.2059937,0.102031775,0.120340303,0.207625061,0.23760128,502.4077148,-207.6633911,0.081015743,0.093720287,0.056704633,0.123034477,393.1515198,-332.4021912,1389.315067,2431.728275
256_586,0.304825834,175729,28826,109575,200651,0.896911,39381.8,8.8442,-70.7932,21.44,1934.86,599.708,2180.21,-84.3615,13.8421,53.3255,2191.3,1929.26,594.212,0.305898935,0.08041665,0.434850842,0.494240493,1295.276489,-824.8381958,0.318627357,0.032424811,0.298591644,0.398342222,699.3843994,-817.189209,0.058124881,0.061645679,0.166410178,0.176846981,578.6032715,-422.6980896,0.080801591,0.095048629,0.055536911,0.123645663,282.7260132,-449.6703796,2098.234473,2931.112001
256_625,0.303989232,163631,27706,101309,213007,0.95214,38161.6,8.50931,-69.7448,18.3418,2287.45,569.684,2548.21,-128.654,16.0398,80.2324,2571.12,2274.37,559.859,0.347184747,0.060706571,0.457957864,0.528977036,1236.740479,-819.8425903,0.433197141,0.027325762,0.369363606,0.513972044,656.5280151,-797.9978027,0.040686935,0.044660132,0.144761488,0.154254735,556.4953613,-305.6714172,0.096933104,0.112586826,0.063819535,0.149731994,276.5421143,-281.0379944,2943.976146,3752.80139
257_12,0.31103535,176218,28582,110080,240460,1.07486,39735.3,10.0249,-69.5475,19.1574,2424.4,670.031,2708.65,-123.588,27.7049,80.4505,2729.85,2412.4,660.826,0.258042336,0.070809722,0.356926203,0.409538597,1103.776367,-752.5925903,0.290274113,0.026888661,0.261615187,0.355970055,624.5004883,-709.9603882,0.032763012,0.053836372,0.128833488,0.138819516,494.7115784,-272.4676819,0.078379922,0.087177649,0.05549771,0.118296638,423.8083801,-380.4294128,3062.669076,4315.433832
257_163,0.208705839,281939,43056,178554,383728,1.71526,56587.4,17.9066,-69.3225,20.7234,4174.86,1179.26,4821.91,-173.409,15.0897,43.7311,4824.86,4182.01,1169.17,0.144273967,0.051270295,0.243977711,0.267584443,806.3530273,-540.2887573,0.147105902,0.017114861,0.132242709,0.183440909,419.431366,-400.5470886,0.049402185,0.043414235,0.124413706,0.131287545,432.241394,-277.4908142,0.062242988,0.086385883,0.043323234,0.10529758,281.010437,-248.9224091,4338.360345,5017.048376
257_199,0.370918514,203985,32608,127922,275121,1.22979,44636,13.1612,-69.618,22.6268,3162.57,785.175,3564.28,-143.856,23.8305,56.1961,3572,3163.79,776.237,0.179942608,0.087221786,0.296343237,0.330830872,768.1176147,-531.6266479,0.184178591,0.017877094,0.165746465,0.226650491,471.3222351,-449.9568176,0.051255185,0.076808281,0.146304458,0.163736954,435.5097961,-261.0966797,0.070874497,0.090144932,0.052904952,0.113776445,463.6728821,-443.4813232,2155.515971,3717.541995
257_324,0.314128779,181617,30008,113105,228971,1.0235,40535.9,13.0407,-69.4683,21.8062,2519.27,669.205,2811.57,-139.84,20.3419,74.5848,2829.58,2512.08,658.384,0.223405063,0.087260038,0.347638279,0.387090862,953.3445435,-609.8220825,0.215517908,0.019164989,0.20147571,0.268827587,505.9083557,-559.4156494,0.058547657,0.073796488,0.161747634,0.176006898,455.4667969,-229.0291901,0.075373851,0.093181066,0.055681236,0.121327378,346.6208496,-259.1712952,2035.665647,3364.853167
257_389,0.368027956,172315,28306,107441,202610,0.905666,40232.7,11.1662,-69.5922,20.6935,2342.12,632.844,2614.56,-123.516,25.5066,73.3396,2633.06,2332.97,623.491,0.324429363,0.086801678,0.461554557,0.522733331,1240.971436,-721.62146,0.325092077,0.033741303,0.310995877,0.407712728,582.989563,-754.3734741,0.053859565,0.063977405,0.181231067,0.191962019,558.6347656,-266.3829346,0.090061463,0.107118666,0.063735992,0.140974045,257.5107727,-252.3852539,1504.62436,2809.468666
257_415,0.359181606,179822,29358,112247,241123,1.07782,39933.3,13.1224,-70.3261,21.3415,2442.95,603.233,2693.92,-121.291,12.5514,71.1418,2712.86,2432.12,595.13,0.229509711,0.067744754,0.358424306,0.396985412,1040.889282,-662.46521,0.235504776,0.016331756,0.216538861,0.290623218,519.0629883,-553.0106201,0.051250383,0.060087893,0.161615252,0.171641082,514.2907715,-271.1538696,0.081187822,0.108257368,0.060393181,0.136304036,454.9111328,-438.0490417,3476.766173,4776.620406
257_456,0.275278223,172820,28480,107647,187954,0.840155,40422.1,10.7365,-69.1407,22.4767,2115.98,632.014,2378.72,-106.118,33.5868,56.7936,2390.54,2112.51,623.661,0.27015245,0.12655139,0.431005716,0.481621116,1186.949341,-641.223877,0.262198865,0.030859226,0.240781143,0.324310839,559.6660767,-734.8758545,0.101586215,0.110658489,0.204411075,0.230711773,500.035675,-200.2537079,0.080146663,0.090715803,0.055230763,0.120175689,335.2525635,-386.7208252,1391.3326,2434.612272
257_485,0.365312681,207350,32994,130124,262232,1.17218,46082.2,12.8611,-69.7455,24.469,3100.17,838.361,3527.18,-144.532,20.0047,20.6783,3528.25,3108.47,828.994,0.173043832,0.125563741,0.323123872,0.358150393,832.0140381,-545.7475586,0.168279737,0.020417383,0.139886349,0.20075193,469.9247437,-455.5983887,0.091043256,0.118284032,0.187119797,0.219007343,417.9053345,-344.6302185,0.06499809,0.078236319,0.047540173,0.102288172,415.0245972,-395.5135193,1969.368496,3103.282208
257_56,0.285628142,196243,31512,122856,310966,1.39002,43593.9,13.1283,-70.0387,19.4186,2913.87,904.559,3347.5,-125.855,28.7422,36.9068,3350.75,2918.86,896.314,0.189909056,0.060163822,0.281911701,0.319935203,960.7669678,-691.7922363,0.209877715,0.021178691,0.190833598,0.260790437,545.7609253,-572.749939,0.03561724,0.045318734,0.115753628,0.123693191,450.4305725,-276.0316162,0.063736163,0.090482272,0.044166364,0.108614206,261.311554,-269.1428833,3979.66319,5315.59901
257_586,0.304667905,171860,28518,106896,200845,0.897777,39339,8.83802,-70.8057,21.4637,1934.1,599.385,2178.74,-83.7594,13.3755,53.1236,2189.79,1928.46,593.974,0.305669963,0.080841549,0.434318632,0.493405521,1334.627319,-827.0630493,0.318049908,0.03216647,0.297997743,0.39732945,693.8495483,-832.0982666,0.057961423,0.062511109,0.166839227,0.177459657,576.5160522,-266.8740234,0.080782913,0.097533107,0.055928022,0.12542583,317.7287598,-367.682251,2117.186003,2971.687186
257_633,0.236909536,202715,33762,126058,216641,0.968386,46120.6,12.548,-71.5588,24.4245,2619.46,774.633,3023.12,-109.975,-0.676354,38.4626,3026.8,2622.31,768.099,0.231003344,0.183342457,0.445375532,0.494759977,969.6538696,-774.6090698,0.218199596,0.0292008,0.18056415,0.260100514,770.3991699,-656.6813965,0.141907915,0.165143922,0.261621445,0.305579901,458.9367065,-320.3998108,0.073111765,0.094948605,0.052833043,0.118494898,263.3952332,-317.6883545,1306.874489,1630.277463
257_87,0.356076937,223538,35292,140597,272137,1.21645,48733.1,12.4145,-69.6382,19.7329,3281.64,892.146,3778.63,-159.231,17.5749,48.789,3783.38,3287.61,881.433,0.250981092,0.087999217,0.385279447,0.43330276,1130.640259,-700.3106689,0.262633234,0.033558145,0.244209558,0.328888923,528.7330933,-619.0614014,0.053202689,0.060957216,0.16492413,0.17485027,568.7443848,-377.0368958,0.070774026,0.09356647,0.04752969,0.114671014,464.5070496,-405.6613159,2200.587914,3265.779008
266_146,0.376038099,238895,38280,149831,282422,1.26243,52454.6,17.0778,-70.1951,21.5672,2741.71,1008.1,3217.83,-113.768,28.0817,87.3641,3233.38,2734.11,1000.15,0.203838006,0.15479432,0.354062647,0.403272033,976.3323364,-659.5631104,0.212199584,0.025369266,0.180546612,0.256270558,620.1915894,-611.8273315,0.086125977,0.130584896,0.182899907,0.223299354,473.6974182,-280.0885925,0.066634998,0.085723214,0.057744578,0.109933943,246.2683105,-256.0207825,3461.998337,3824.648339
266_15,0.269599456,222940,36916,138862,242114,1.08225,50250.9,16.2093,-70.6705,21.8397,2182.51,859.852,2558.93,-90.839,15.7801,85.5323,2577.46,2170.46,853.369,0.267587572,0.161477387,0.454332501,0.506464601,1192.185059,-827.3101807,0.264217138,0.033063617,0.229623303,0.321820498,780.5847778,-796.3554688,0.149592102,0.140948236,0.233308852,0.26968345,475.6218872,-354.7900391,0.064475141,0.084151208,0.053761993,0.107037269,247.6758575,-322.9932556,3664.668712,4344.020822
266_199,0.259774294,238761,38320,149662,299408,1.33836,50681,16.9709,-69.8987,22.0216,2944.65,1013.01,3469.74,-138.73,34.1188,64.7106,3477.72,2947.19,1002.49,0.179100215,0.117338583,0.295287728,0.338039607,864.2719116,-641.97229,0.191733569,0.020946587,0.168616429,0.235084638,559.5195923,-541.3395996,0.052895259,0.098247677,0.141054302,0.17104046,434.8454285,-342.7873535,0.063058086,0.084342748,0.051543236,0.105158135,323.4117737,-369.6532288,3330.321095,4028.710116
266_91,0.348570145,190067,31398,118337,234901,1.05001,44060.6,15.1085,-71.0061,23.9961,2307.02,820.796,2712.9,-104.827,12.2028,56.2523,2720.56,2306.86,813.302,0.246581361,0.167634979,0.409307986,0.4646478,1035.813965,-693.901062,0.220572025,0.02856412,0.207290426,0.277326792,666.8771973,-668.8881836,0.091100454,0.135982692,0.210621834,0.248255625,449.2092285,-242.1524353,0.067424677,0.082366154,0.056185726,0.109305844,334.8314819,-250.2341003,2247.971483,3006.260367
267_321,0.364031252,224144,35862,140522,248300,1.1099,48369.7,10.244,-69.6667,24.1393,2915.26,845.298,3316.48,-139.915,10.1439,2.16754,3316.52,2924.67,835.841,0.134808004,0.112275496,0.281350136,0.308442205,866.5845947,-585.0658569,0.166038305,0.033811752,0.112670518,0.187139541,480.6880493,-437.4438782,0.09290918,0.118599609,0.172238573,0.208393335,488.2206726,-329.056366,0.066747166,0.084375769,0.045597695,0.105067961,455.2916565,-397.4046021,2145.447279,2676.254557
267_519,0.230428618,222458,36376,138928,232607,1.03975,50579.1,14.4261,-70.1705,24.4678,2680.59,955.451,3210.56,-138.266,14.3224,8.9929,3210.77,2691.48,944.34,0.19114922,0.14746429,0.386186302,0.422916055,904.2753296,-687.5743408,0.185258746,0.020116063,0.14697431,0.217490613,584.899231,-519.362915,0.146956012,0.135178804,0.234932244,0.267062813,453.4428406,-250.0885162,0.065605558,0.085696161,0.044882689,0.105024524,319.7052002,-251.8280487,1847.155951,2219.760804
267_523,0.367316259,172293,29460,106465,201796,0.902026,40083.4,10.8324,-71.4143,20.511,2107.78,628.419,2422.1,-97.6406,3.14153,71.1307,2437.62,2098.71,621.969,0.33564198,0.117726319,0.471980363,0.540957332,1327.931274,-864.0324707,0.341718376,0.037988815,0.324606299,0.430516213,770.5742798,-861.4801636,0.058223646,0.078231253,0.179100558,0.194608063,576.9065552,-365.1271667,0.088646486,0.105807789,0.065216184,0.139808774,427.4956055,-404.0069275,2082.56855,2397.936176
267_564,0.30193177,198614,32734,123734,236493,1.05712,45282,13.891,-71.2924,24.208,2308.18,843.834,2751.39,-101.171,2.83762,18.0341,2752.12,2314.42,836.869,0.216464534,0.110817187,0.367664218,0.407355666,1194.193115,-756.2335205,0.215074614,0.03048658,0.190858424,0.264750808,743.4348145,-734.8067627,0.110018849,0.094777547,0.186859429,0.208300576,537.3168945,-311.692627,0.067265779,0.090690821,0.04886077,0.112021431,257.7461548,-257.5220642,2023.822917,2363.8152
267_570,0.364724425,220520,36474,137332,251035,1.12213,48184.1,11.4615,-71.5565,24.0403,2568.74,870.355,3014.69,-102.519,-4.7937,-2.02555,3014.71,2574.9,864.178,0.20210813,0.096035972,0.343324333,0.379202813,1025.398926,-906.9174805,0.232687116,0.027211996,0.181983784,0.275656223,892.1660156,-732.8745728,0.112449028,0.087877505,0.172306776,0.193848684,510.2627563,-333.1720581,0.064128473,0.085631058,0.042929869,0.103777237,281.4515686,-343.4165039,1715.181456,2069.916277
267_616,0.365228409,226152,35766,142090,366172,1.63679,49473.5,18.8583,-68.9663,23.3708,3956.82,1210.91,4665.24,-181.745,27.2903,26.0683,4666.33,3967.95,1198.69,0.134114921,0.077676319,0.234192729,0.260977507,751.3589478,-496.9333801,0.133329049,0.014523303,0.120620191,0.166663527,416.2478333,-393.1403198,0.045916297,0.064777881,0.124465548,0.139446035,386.2425537,-217.1426544,0.060429625,0.082672104,0.045957286,0.10071402,258.0021667,-260.2968445,3129.124341,4408.910759
267_80,0.367303112,172465,29298,106716,200827,0.897698,40067.4,10.8216,-71.3535,20.5562,2108.64,627.049,2420.82,-99.0106,4.20189,70.8315,2436.3,2099.79,620.418,0.335769087,0.120917656,0.473088831,0.541198015,1351.026489,-860.6420288,0.339938909,0.037995547,0.322874993,0.426741064,762.2156372,-854.2120972,0.059041832,0.084601052,0.181400329,0.199154422,594.7216797,-287.2752686,0.087473445,0.104358032,0.064011097,0.138040274,298.1812439,-324.3642273,2044.678139,2377.729222
267_91,0.284729418,189554,31622,117756,221641,0.990733,44278.9,11.2414,-71.4222,25.3202,2590.76,736.229,2967.32,-106.668,-1.15107,39.6297,2971.52,2592.68,730.113,0.206745967,0.165752858,0.404205263,0.449341774,895.5106201,-749.1044922,0.214387998,0.023716601,0.165937334,0.24968411,784.1303101,-650.6539307,0.128240928,0.153784856,0.237482786,0.279374331,450.3698425,-337.6369934,0.076436564,0.089059971,0.057145603,0.116642855,252.2502136,-285.7750854,1478.946665,1807.146814
268_129,0.270121922,209731,35470,129992,205258,0.917505,45643.9,9.12548,-72.3522,23.4723,2500.22,677.338,2830.15,-107.384,-2.54149,60.0344,2840.94,2495.73,671.034,0.231934801,0.122166894,0.382512748,0.427439958,1086.704102,-965.3005371,0.264387548,0.038107011,0.210477874,0.31297037,924.2797241,-750.5478516,0.108598843,0.10755685,0.18703568,0.216403112,530.9172363,-318.2957458,0.082823403,0.092717513,0.051846229,0.122569337,300.9945374,-250.028183,967.0245085,1596.238706
268_240,0.363228254,200597,33802,124405,215871,0.964944,44938.9,11.0366,-70.7419,19.861,2627.3,759.404,3051.78,-121.603,11.8729,57.494,3059.43,2627.64,751.415,0.312361032,0.090232752,0.477063149,0.533295989,1383.744263,-904.0976563,0.416312873,0.047117658,0.326568812,0.483447641,707.1273193,-765.8729858,0.092521749,0.067441761,0.187394813,0.205169946,750.772644,-374.5821533,0.088974372,0.122789778,0.058267321,0.150392562,304.4304199,-332.498291,1810.884627,2454.016008
268_289,0.354220356,222623,35518,139645,266536,1.19142,47540.7,9.00824,-69.0997,22.7025,3286.39,839.418,3676.22,-164.99,22.4213,14.2338,3676.83,3297.04,828.153,0.12908642,0.087746166,0.248474747,0.271770954,840.6291504,-580.9120483,0.176177278,0.043598518,0.119036809,0.196736366,476.6928711,-437.3371277,0.074598223,0.10679172,0.141246602,0.176897407,469.3156433,-256.882782,0.069425456,0.081641831,0.046405472,0.105072863,248.7180328,-309.8813171,2263.602621,3023.662381
268_323,0.366769514,170111,28530,105573,184602,0.825172,39391.1,8.83028,-70.7504,21.4993,2163.21,598.873,2438.83,-93.8835,9.8943,70.6277,2455.96,2151.8,593.151,0.278289855,0.147187665,0.425837755,0.484310359,1294.399658,-704.0844727,0.294332445,0.038102299,0.256771266,0.353132993,665.6566772,-800.3609009,0.084385157,0.136354804,0.191050485,0.230995774,568.4437256,-212.6414948,0.104996189,0.096589051,0.07643421,0.144594997,285.1381531,-407.4577026,1248.106721,2165.126132
268_390,0.252804101,179395,30628,110940,180178,0.805394,41613.9,9.07436,-72.119,22.6385,2262.34,612.831,2552.11,-79.8627,0.0637572,64.9306,2566.14,2252.17,608.968,0.293018907,0.189212963,0.48597759,0.546877384,1046.727295,-715.0756226,0.304237843,0.040691212,0.255040556,0.360742122,733.402771,-722.3544922,0.127185628,0.18208383,0.244809434,0.300263673,474.4589844,-277.1107788,0.100056596,0.100184783,0.071724966,0.143771335,267.6445007,-279.9580688,925.9180612,1378.101631
268_406,0.275648785,175182,29376,108775,199044,0.889728,40104.9,6.08276,-70.433,18.7643,2407.64,595.13,2731.8,-119.497,9.4576,63.5353,2743.89,2403.48,587.2,0.325194061,0.085013166,0.449050993,0.510308087,1199.21106,-759.1392822,0.451284558,0.033961926,0.356037438,0.516985059,657.3354492,-822.3706665,0.072163597,0.085060641,0.151720256,0.183077917,532.2415161,-308.5317688,0.112526797,0.102739073,0.070031337,0.152156234,298.5693665,-291.9500122,2084.911797,2639.768198
268_441,0.301872575,203692,34076,126658,201031,0.89861,46767.4,9.42557,-68.7267,23.1455,2531.26,715.161,2848.34,-134.874,35.6593,43.9743,2854.46,2535.8,704.496,0.181567878,0.186462939,0.426071763,0.464910448,1015.145691,-667.1615601,0.196296215,0.057491951,0.124576576,0.217692748,524.0777588,-460.6484375,0.170097858,0.197663113,0.289253026,0.342955291,579.4519653,-271.8495178,0.078200482,0.090083808,0.050776236,0.117827468,246.7261353,-260.0922546,1653.747887,2026.134542
269_114,0.284717228,240981,36628,152713,303390,1.35615,51629.5,18.0549,-68.6815,15.718,2692.97,1027.87,3266.71,-148.438,34.7954,109.546,3286.93,2686.75,1013.87,0.2934452,0.041485887,0.419264346,0.475957543,1277.391479,-947.5525513,0.327139646,0.029677361,0.302055508,0.406986296,742.428894,-758.321106,0.033026181,0.021635808,0.152826771,0.153943628,597.1452026,-447.7403259,0.069180802,0.099619083,0.044320229,0.119364224,394.9833679,-342.6260986,4027.097355,5227.687691
269_129,0.271784334,239200,39734,148908,239693,1.07143,51103.8,15.706,-70.9742,20.3121,2456.78,789.094,2824.68,-112.622,9.0446,65.0219,2835.88,2453.23,781.435,0.426985115,0.086264364,0.602942228,0.686684251,1362.644287,-1018.116821,0.453499615,0.070328407,0.426359802,0.574043512,745.7488403,-963.9855957,0.087247461,0.044067439,0.216684118,0.221099362,652.1417236,-394.5142822,0.062687516,0.093569979,0.037933853,0.110057108,243.8214569,-277.4694824,3196.430259,3475.090166
27_123,0.200864614,258200,40392,162774,322386,1.44106,53671.3,19.2716,-69.8652,18.7473,3191.67,949.249,3661.17,-155.849,19.9138,97.0912,3680.5,3183.38,938.21,0.190506399,0.056026645,0.302646786,0.336766034,1000.230347,-651.2129517,0.208749205,0.015941078,0.186650276,0.256254345,464.6515198,-545.3206177,0.035933148,0.047713406,0.138934031,0.146091774,476.2041931,-357.5153809,0.074672252,0.121940136,0.052710753,0.142044723,330.3818054,-293.5918884,4650.825,5776.437733
27_268,0.279421743,229125,37356,143144,285098,1.27439,48951,13.14,-69.3169,22.09,3242.27,820.265,3609.96,-166.047,23.4407,41.4326,3614.58,3249.23,808.689,0.162715957,0.060176115,0.276114851,0.301049739,855.510376,-600.9487305,0.174505964,0.015853738,0.146146879,0.20868057,448.1481018,-463.9950562,0.071927957,0.05650527,0.141152054,0.150644034,458.1358948,-250.7711639,0.067267358,0.091791123,0.04521,0.113022178,283.7035828,-264.5046082,2803.937843,4049.233298
27_403,0.363128199,253473,38786,160327,460192,2.05706,54249.7,22.1948,-69.3326,18.8827,4529.23,1470.72,5333.72,-214.943,28.7161,54.3135,5337.43,4540.83,1455.42,0.127414986,0.043692753,0.20678778,0.230447859,705.7342529,-555.9876709,0.138938919,0.011556509,0.123229019,0.17280072,396.8126831,-388.1877747,0.029376991,0.036034308,0.099983945,0.105995759,493.4684753,-427.8538513,0.06272269,0.09859588,0.042852487,0.115217082,322.7745056,-267.8947144,5453.316202,6439.978455
27_422,0.281301929,209310,32978,131594,294002,1.31419,45440,13.9725,-68.9219,15.6625,3386.38,754.798,3747.39,-179.429,22.1037,92.3435,3769.79,3376.43,742.353,0.24988316,0.101079486,0.397222638,0.447946072,1109.869141,-845.3999634,0.310983151,0.030540798,0.265852094,0.373542011,503.3823547,-555.5737305,0.031246005,0.074073859,0.167925641,0.181226343,616.7909546,-508.0245972,0.10293214,0.099188283,0.072402664,0.147188023,279.0212708,-277.5315552,3304.86476,4308.856294
27_438,0.365276397,236027,36824,148663,348534,1.55795,50124.8,17.632,-69.2261,16.9566,3714.57,988.985,4225.13,-193.054,17.8443,75.7797,4236.17,3717.3,975.214,0.227715999,0.061713185,0.356197387,0.397619486,1014.367554,-776.3372192,0.258478254,0.032326169,0.231321052,0.317445308,453.8617859,-476.7051697,0.03274795,0.037191965,0.152415141,0.156153858,563.46698,-459.1955261,0.070333019,0.095061615,0.046966378,0.117375657,324.6852112,-327.3813477,3455.831895,5025.048939
27_611,0.365079387,184876,30370,115268,239418,1.0702,41879,14.876,-69.1698,16.0014,2744.68,608.251,2996.73,-139.067,15.4617,104.739,3035.02,2715.6,599.031,0.457676679,0.119299293,0.67857492,0.764464915,1306.48291,-1080.802734,0.524382412,0.028489055,0.473718733,0.641703665,517.6867676,-592.4784546,0.048005603,0.086449422,0.257003367,0.266754508,780.1978149,-709.4162598,0.13531661,0.109714895,0.09730985,0.182978988,338.56604,-293.7130737,2913.706825,3775.253562
27_625,0.276588188,185443,30536,115520,236715,1.05812,41428.1,14.7954,-69.3473,15.9625,2678.27,597.845,2922.4,-137.304,15.9511,104.628,2961.56,2648.35,588.599,0.455413043,0.117245384,0.676527917,0.762387991,1311.850464,-1057.41626,0.52118206,0.028590757,0.471955925,0.639039218,515.3711548,-580.1912231,0.048423365,0.090405956,0.257007867,0.265807569,750.421936,-697.644104,0.135973513,0.109196968,0.097730957,0.183454558,269.8703918,-273.6380005,2963.180659,3827.05167
270_173,0.315836944,194696,31250,121958,246551,1.10208,44012,19.1615,-69.1647,16.6282,2741.71,759.617,3192.97,-147.879,20.3984,102.942,3215.39,2730.58,748.325,0.402254522,0.055714499,0.572921395,0.647189438,1440.363647,-892.9514771,0.420586258,0.043030843,0.402711838,0.526980221,706.1447144,-791.0626831,0.041492991,0.033646178,0.215017542,0.216023788,706.4608765,-513.3670654,0.112527497,0.154896766,0.082262449,0.193828925,354.2733154,-353.375061,2597.849045,3510.001712
270_267,0.363410305,191658,32282,118842,213006,0.952137,43203.1,15.0426,-71.2228,22.3084,2439.63,708.022,2777.42,-112.432,7.78061,68.8446,2791,2433.39,700.681,0.285094172,0.089881256,0.446210235,0.490100145,1146.512817,-657.6472168,0.275522023,0.027624719,0.262462884,0.347701192,569.8711548,-679.4634399,0.070920929,0.066567048,0.200261712,0.210288733,574.9909668,-303.2733154,0.078619145,0.112299368,0.057101414,0.137821689,270.0807495,-283.8102417,1704.034427,2764.583297
270_319,0.210986286,210826,34850,131383,232895,1.04104,48376.5,17.8359,-69.3156,18.397,2666.95,804.263,3134.28,-140.161,19.5273,89.8053,3150.96,2661.05,793.482,0.376802713,0.066175938,0.585446894,0.645316958,1315.671753,-812.5719604,0.338641763,0.034888528,0.348537475,0.443103373,610.8731689,-695.0363159,0.080925532,0.043110665,0.258850217,0.264648974,671.2053833,-401.1181946,0.094598114,0.145536631,0.066989519,0.173534289,308.6473389,-299.3182678,2799.839531,2865.924809
270_417,0.252849861,191604,30670,120074,237417,1.06125,43214.8,15.3905,-69.8779,18.7841,2393.64,789.768,2828.68,-120.707,20.0953,63.4631,2837.76,2393.9,780.434,0.323130459,0.084300444,0.46562022,0.527478635,1317.818848,-862.1691895,0.332834363,0.033339456,0.318115681,0.41926983,704.8303223,-790.1334839,0.052286424,0.059861358,0.179662868,0.188857526,624.9541626,-375.4533386,0.081358202,0.112915039,0.056415513,0.138334736,401.0679932,-475.5543213,2281.621279,3365.359132
270_454,0.356460785,162458,27382,100676,185829,0.830654,38140.1,13.2706,-70.2666,18.8857,2145.03,598.034,2440.4,-119.759,6.5951,98.3472,2470.59,2124.16,588.71,0.364019036,0.073465548,0.499444395,0.569319427,1321.036255,-839.5928345,0.373385638,0.032555759,0.353030026,0.465598673,685.5545044,-806.5097656,0.043151971,0.052581951,0.184332117,0.191304073,600.0480957,-357.0125427,0.1220195,0.109749228,0.08663097,0.169128016,302.4922791,-286.3173218,1245.042474,2313.282003
270_486,0.368355426,146164,25314,90062,153793,0.687453,36008.1,9.83429,-70.8336,19.1992,1734.99,490.557,1955.6,-89.558,4.92869,90.044,1988.13,1708.97,484.057,0.49350518,0.098539628,0.63869369,0.740956843,1583.015015,-974.2009277,0.542853475,0.046125177,0.498289585,0.666682601,887.4399414,-1043.30896,0.045874327,0.055658862,0.196618229,0.203991756,684.8278198,-401.3843079,0.155100659,0.128672883,0.112562448,0.207379654,365.9147339,-341.1385803,1172.487175,1911.67274
270_497,0.368279445,163245,26996,101634,189585,0.847446,38358.2,13.576,-69.6045,17.415,1923.91,555.964,2193.29,-101.129,22.3962,100.606,2226.79,1898.39,547.989,0.552068114,0.068936311,0.727196872,0.838578343,1724.330444,-1056.238037,0.600713193,0.046937004,0.57630378,0.751795828,915.4311523,-1046.422241,0.040010929,0.027422167,0.219914764,0.221172616,766.1779785,-514.8237305,0.101933189,0.115528889,0.071738757,0.156664446,339.9549561,-326.4263916,2408.536131,3360.552469
270_561,0.291597395,198538,33190,123579,185969,0.831282,44019.5,12.5391,-69.4854,18.5178,2147.38,553.401,2409.38,-118.62,16.9185,93.4791,2439.53,2126.31,544.318,0.412705958,0.062482171,0.576694787,0.653518736,1321.77063,-857.3184814,0.431188166,0.028331963,0.408432394,0.538366914,653.2703247,-776.2151489,0.048094556,0.041575141,0.210279688,0.214245379,617.2562256,-395.3627625,0.108622648,0.129988924,0.072938241,0.171438709,520.1033936,-582.7791748,2215.390536,3008.628913
